X,Y
0.3167801426441854,1.0
0.31641572366529913,0.991461457840835
0.32967789765867317,0.9831873607768707
0.34295059510087067,0.9748984428257221
0.34629401177509056,0.9650320038545188
0.33265265339031824,0.9574263430020503
0.31012155046650514,0.9517842227167989
0.28232548504640587,0.9475554378347586
0.2529185290668332,0.9436901822286301
0.22094206258419558,0.9405535923704054
0.1880900654653741,0.9375974382031023
0.15382116411657076,0.9350270360343461
0.1207173382418456,0.9320789320621619
0.08783206092477114,0.929136251903949
0.05395961521509007,0.9263707009981169
0.02442477013608446,0.9223123093881795
0.014738905243695588,0.9153190563154536
0.041402874659570044,0.9105184949485985
0.0708531445892413,0.9066398832052124
0.10211602122836427,0.9031082310633086
0.1340231157151912,0.8999372142406968
0.16576299894103652,0.8965867449724509
0.19687075561018208,0.8932784990948974
0.22410792941681512,0.8887910240612432
0.2500259871650248,0.8840876435666547
0.271957203629682,0.8781840178134273
0.2897639169565345,0.8713465653128729
0.3034845033193032,0.863117304927584
0.31623342697258683,0.8545865081257438
0.33572813273898516,0.8477005753224088
0.3643930420774042,0.843158985143132
0.39893261597333884,0.8405416328643991
0.43785514721819396,0.839013955906624
0.4757621251968025,0.8375224384310263
0.5181691637867454,0.8369657525328557
0.5617425912370593,0.8369477206273658
0.6010511164223009,0.8359947844391641
0.6417383360675499,0.834905966368805
0.6854128079068953,0.8348853557921024
0.729103881178325,0.8348840665748476
0.7705913892372809,0.8344858364521544
0.8091945309080524,0.8329394314079183
0.8526602309744087,0.8328080321586342
0.8962134577606606,0.8327898033052691
0.9353319802099604,0.8317776013690482
0.9746645218155363,0.8305251375010853
0.9938897248919674,0.8270329183652578
0.9689616340528275,0.8241940829014216
0.9262491101389816,0.8239892683730122
0.8871880037790436,0.8225234016306069
0.8462259720039389,0.8220074264822803
0.8025423701899905,0.8220053827068875
0.7588377527804302,0.8220053827068875
0.7151331353708696,0.8220053827068875
0.6714382064164532,0.8219981309633775
0.6297275941056026,0.8212053120860975
0.5939237388635781,0.8193720980598181
0.5617852147269116,0.819521110633419
0.5249688579524359,0.8190624988967435
0.4907384240104429,0.8196687824945543
0.45639237647742403,0.8190591067507642
0.41842212069756846,0.8198919342978166
0.3749249417224483,0.8198492426349503
0.33568352130721957,0.8184149839400952
0.29497875957525643,0.8178319920596459
0.2629100615037945,0.8162011871115882
0.28432098522746707,0.8131328764416005
0.32157826283762225,0.811390482559068
0.3503790791606325,0.8078375913866555
0.3599061532811412,0.8003450627540213
0.3551630825005023,0.7901438383758699
0.3469253818912412,0.7809951544369025
0.32628419880419157,0.7747756315640955
0.31379680594030557,0.7667783078598258
0.32799900067660737,0.7590204387376271
0.3410562654312834,0.750819815875528
0.34827663841261436,0.7410569795155556
0.35125732984336433,0.7318958227145919
0.35084385870271584,0.7222046738283079
0.3450756790597116,0.7143450181877747
0.337537243005986,0.7043239935124415
0.32867076592608124,0.6949158901066762
0.3166467765758072,0.6861880021775025
0.3115305586530557,0.675954209539426
0.32201812336259583,0.6666829718600468
0.3354388694749215,0.658376620945088
0.33918827740219815,0.6483600031992467
0.327370491529287,0.6402813252822455
0.30533504179836135,0.6344832369367298
0.27958978134134016,0.6296588190767927
0.24978370683112594,0.6260516960410202
0.2176079606994903,0.622826708393285
0.18604009627818519,0.6195911227490639
0.1515687501308176,0.6171119284246973
0.1169753430979783,0.6145548551540666
0.08406139201453322,0.6115748840799028
0.05134306623003382,0.6085393942331369
0.021693077900428626,0.6044665722010366
0.007630486758423927,0.5983225762854044
